Frequency   	S[1,1]_Mag  	S[1,1]_Phs  	S[1,2]_Mag  	S[1,2]_Phs  	S[1,3]_Mag  	S[1,3]_Phs  	S[1,4]_Mag  	S[1,4]_Phs  	S[2,1]_Mag  	S[2,1]_Phs  	S[2,2]_Mag  	S[2,2]_Phs  	S[2,3]_Mag  	S[2,3]_Phs  	S[2,4]_Mag  	S[2,4]_Phs  	S[3,1]_Mag  	S[3,1]_Phs  	S[3,2]_Mag  	S[3,2]_Phs  	S[3,3]_Mag  	S[3,3]_Phs  	S[3,4]_Mag  	S[3,4]_Phs  	S[4,1]_Mag  	S[4,1]_Phs  	S[4,2]_Mag  	S[4,2]_Phs  	S[4,3]_Mag  	S[4,3]_Phs  	S[4,4]_Mag  	S[4,4]_Phs  	
3.801893963205610E+00 	2.127689455065440E-03  	-4.936696878049401E-04  	9.978570687110880E-01  	-2.334960471628560E-06  	9.720089595070731E-06  	3.065744231355530E-02  	8.357995681624172E-06  	1.799662334378590E+02  	9.978570687110880E-01  	-2.334960471628560E-06  	2.127866585252510E-03  	-4.974095947506352E-04  	8.473082199142959E-06  	1.799665968468790E+02  	9.580082039601059E-06  	3.124142838544700E-02  	9.720089595070731E-06  	3.065744231355530E-02  	8.473082199142959E-06  	1.799665968468790E+02  	1.254842360403440E-04  	-1.431693017062120E-02  	9.998584902367501E-01  	-1.977996965894970E-06  	8.357995681624172E-06  	1.799662334378590E+02  	9.580082039601059E-06  	3.124142838544700E-02  	9.998584902367501E-01  	-1.977996965894970E-06  	1.255243550658270E-04  	-1.431793196815400E-02  	
3.981071705534970E+00 	2.127689455073039E-03  	-5.169356234102471E-04  	9.978570687110880E-01  	-2.445003768401909E-06  	9.720089729298200E-06  	3.210228276120550E-02  	8.357995821605818E-06  	1.799646420692070E+02  	9.978570687110880E-01  	-2.445003768401909E-06  	2.127866585260230E-03  	-5.208517867400930E-04  	8.473082338013462E-06  	1.799650226051550E+02  	9.580082176983620E-06  	3.271379123153360E-02  	9.720089729298200E-06  	3.210228276120550E-02  	8.473082338013462E-06  	1.799650226051550E+02  	1.254842364181540E-04  	-1.499166627202301E-02  	9.998584902367501E-01  	-2.071217090945020E-06  	8.357995821605818E-06  	1.799646420692070E+02  	9.580082176983620E-06  	3.271379123153360E-02  	9.998584902367501E-01  	-2.071217090945020E-06  	1.255243554438110E-04  	-1.499271528281271E-02  	
4.168693834703350E+00 	2.127689455081380E-03  	-5.412980487800210E-04  	9.978570687110880E-01  	-2.560233245973319E-06  	9.720089876475689E-06  	3.361521639753302E-02  	8.357995975092640E-06  	1.799629757017200E+02  	9.978570687110880E-01  	-2.560233245973319E-06  	2.127866585268700E-03  	-5.453987752014800E-04  	8.473082490281939E-06  	1.799633741717600E+02  	9.580082327620600E-06  	3.425554435442460E-02  	9.720089876475689E-06  	3.361521639753302E-02  	8.473082490281939E-06  	1.799633741717600E+02  	1.254842368324150E-04  	-1.569820170174410E-02  	9.998584902367501E-01  	-2.168830545137560E-06  	8.357995975092640E-06  	1.799629757017200E+02  	9.580082327620600E-06  	3.425554435442460E-02  	9.998584902367501E-01  	-2.168830545137560E-06  	1.255243558582620E-04  	-1.569930015088200E-02  	
4.365158322401660E+00 	2.127689455090520E-03  	-5.668086398848671E-04  	9.978570687110880E-01  	-2.680893321513510E-06  	9.720090037852599E-06  	3.519945234916550E-02  	8.357996143387578E-06  	1.799612308008200E+02  	9.978570687110880E-01  	-2.680893321513510E-06  	2.127866585277980E-03  	-5.711026275884630E-04  	8.473082657240998E-06  	1.799616480501570E+02  	9.580082492790751E-06  	3.586995801024970E-02  	9.720090037852599E-06  	3.519945234916550E-02  	8.473082657240998E-06  	1.799616480501570E+02  	1.254842372866430E-04  	-1.643803511529681E-02  	9.998584902367501E-01  	-2.271044379696140E-06  	8.357996143387578E-06  	1.799612308008200E+02  	9.580082492790751E-06  	3.586995801024970E-02  	9.998584902367501E-01  	-2.271044379696140E-06  	1.255243563126990E-04  	-1.643918533273940E-02  	
4.570881896148750E+00 	2.127689455100550E-03  	-5.935215081088561E-04  	9.978570687110880E-01  	-2.807239931219520E-06  	9.720090214798858E-06  	3.685835098324781E-02  	8.357996327919320E-06  	1.799594036653510E+02  	9.978570687110880E-01  	-2.807239931219520E-06  	2.127866585288150E-03  	-5.980178652182023E-04  	8.473082840307957E-06  	1.799598405790240E+02  	9.580082673896219E-06  	3.756045657654480E-02  	9.720090214798858E-06  	3.685835098324781E-02  	8.473082840307957E-06  	1.799598405790240E+02  	1.254842377846930E-04  	-1.721273579755400E-02  	9.998584902367501E-01  	-2.378075403867860E-06  	8.357996327919320E-06  	1.799594036653510E+02  	9.580082673896219E-06  	3.756045657654480E-02  	9.998584902367501E-01  	-2.378075403867860E-06  	1.255243568109780E-04  	-1.721394022306500E-02  	
4.786300923226380E+00 	2.127689455111540E-03  	-6.214933150270370E-04  	9.978570687110880E-01  	-2.939541073189711E-06  	9.720090408816571E-06  	3.859543103504580E-02  	8.357996530254344E-06  	1.799574904197290E+02  	9.978570687110880E-01  	-2.939541073189711E-06  	2.127866585299310E-03  	-6.262015789183851E-04  	8.473083041036900E-06  	1.799579479244870E+02  	9.580082872474418E-06  	3.933062581561940E-02  	9.720090408816571E-06  	3.859543103504580E-02  	8.473083041036900E-06  	1.799579479244870E+02  	1.254842383307950E-04  	-1.802394699139350E-02  	9.998584902367500E-01  	-2.490150644804810E-06  	8.357996530254344E-06  	1.799574904197290E+02  	9.580082872474418E-06  	3.933062581561940E-02  	9.998584902367500E-01  	-2.490150644804810E-06  	1.255243573573310E-04  	-1.802520817971920E-02  	
5.011872336272719E+00 	2.127689455123590E-03  	-6.507833925922301E-04  	9.978570687110880E-01  	-3.078077375883669E-06  	9.720090621552748E-06  	4.041437707144262E-02  	8.357996752110272E-06  	1.799554870057200E+02  	9.978570687110880E-01  	-3.078077375883669E-06  	2.127866585311550E-03  	-6.557135501245261E-04  	8.473083261131789E-06  	1.799559660719880E+02  	9.580083090211083E-06  	4.118422048021339E-02  	9.720090621552748E-06  	4.041437707144262E-02  	8.473083261131789E-06  	1.799559660719880E+02  	1.254842389295840E-04  	-1.887338938321549E-02  	9.998584902367501E-01  	-2.607507829119150E-06  	8.357996752110272E-06  	1.799554870057200E+02  	9.580083090211083E-06  	4.118422048021339E-02  	9.998584902367501E-01  	-2.607507829119150E-06  	1.255243579563950E-04  	-1.887471000950310E-02  	
5.248074602497730E+00 	2.127689455136800E-03  	-6.814538689860551E-04  	9.978570687110880E-01  	-3.223142693372761E-06  	9.720090854813339E-06  	4.231904730615412E-02  	8.357996995370459E-06  	1.799533891738340E+02  	9.978570687110880E-01  	-3.223142693372761E-06  	2.127866585324960E-03  	-6.866163776844053E-04  	8.473083502461029E-06  	1.799538908177710E+02  	9.580083328954568E-06  	4.312517227757261E-02  	9.720090854813339E-06  	4.231904730615412E-02  	8.473083502461029E-06  	1.799538908177710E+02  	1.254842395861430E-04  	-1.976286475272340E-02  	9.998584902367491E-01  	-2.730395887133079E-06  	8.357996995370459E-06  	1.799533891738340E+02  	9.580083328954568E-06  	4.312517227757261E-02  	9.998584902367491E-01  	-2.730395887133079E-06  	1.255243586132560E-04  	-1.976424761819610E-02  	
5.495408738576249E+00 	2.127689455151290E-03  	-7.135698004011369E-04  	9.978570687110879E-01  	-3.375044728644000E-06  	9.720091110578480E-06  	4.431348178323639E-02  	8.357997262099940E-06  	1.799511924743120E+02  	9.978570687110879E-01  	-3.375044728644000E-06  	2.127866585339671E-03  	-7.189756106386199E-04  	8.473083767073270E-06  	1.799517177599660E+02  	9.580083590731599E-06  	4.515759820882871E-02  	9.720091110578480E-06  	4.431348178323639E-02  	8.473083767073270E-06  	1.799517177599660E+02  	1.254842403060460E-04  	-2.069425979471220E-02  	9.998584902367491E-01  	-2.859075480893429E-06  	8.357997262099940E-06  	1.799511924743120E+02  	9.580083590731599E-06  	4.515759820882871E-02  	9.998584902367491E-01  	-2.859075480893429E-06  	1.255243593334890E-04  	-2.069570783261010E-02  	
5.754399373371570E+00 	2.127689455167180E-03  	-7.471993090340169E-04  	9.978570687110880E-01  	-3.534105686279360E-06  	9.720091391019369E-06  	4.640191094623829E-02  	8.357997554562986E-06  	1.799488922476840E+02  	9.978570687110880E-01  	-3.534105686279360E-06  	2.127866585355800E-03  	-7.528598872588933E-04  	8.473084057214821E-06  	1.799494422892510E+02  	9.580083877764399E-06  	4.728580930137029E-02  	9.720091391019369E-06  	4.640191094623829E-02  	8.473084057214821E-06  	1.799494422892510E+02  	1.254842410954030E-04  	-2.166955012096780E-02  	9.998584902367491E-01  	-2.993819557070839E-06  	8.357997554562986E-06  	1.799488922476840E+02  	9.580083877764399E-06  	4.728580930137029E-02  	9.998584902367491E-01  	-2.993819557070839E-06  	1.255243601232100E-04  	-2.167106640277040E-02  	
6.025595860743580E+00 	2.127689455184601E-03  	-7.824137275814679E-04  	9.978570687110879E-01  	-3.700662955894850E-06  	9.720091698516676E-06  	4.858876461116951E-02  	8.357997875242343E-06  	1.799464836148920E+02  	9.978570687110879E-01  	-3.700662955894850E-06  	2.127866585373491E-03  	-7.883410806390518E-04  	8.473084375348688E-06  	1.799470595790750E+02  	9.580084192489594E-06  	4.951431975271718E-02  	9.720091698516676E-06  	4.858876461116951E-02  	8.473084375348688E-06  	1.799470595790750E+02  	1.254842419609160E-04  	-2.269080445076711E-02  	9.998584902367491E-01  	-3.134913925916199E-06  	8.357997875242343E-06  	1.799464836148920E+02  	9.580084192489594E-06  	4.951431975271718E-02  	9.998584902367491E-01  	-3.134913925916199E-06  	1.255243609891210E-04  	-2.269239219270761E-02  	
6.309573444801930E+00 	2.127689455203700E-03  	-8.192877505467083E-04  	9.978570687110879E-01  	-3.875069827789111E-06  	9.720092035680768E-06  	5.087868136230789E-02  	8.357998226860228E-06  	1.799439614669360E+02  	9.978570687110879E-01  	-3.875069827789111E-06  	2.127866585392880E-03  	-8.254944511474980E-04  	8.473084724175528E-06  	1.799445645754251E+02  	9.580084537578890E-06  	5.184785650528890E-02  	9.720092035680768E-06  	5.087868136230789E-02  	8.473084724175528E-06  	1.799445645754251E+02  	1.254842429099330E-04  	-2.376018899886540E-02  	9.998584902367491E-01  	-3.282657867502540E-06  	8.357998226860228E-06  	1.799439614669360E+02  	9.580084537578890E-06  	5.184785650528890E-02  	9.998584902367491E-01  	-3.282657867502540E-06  	1.255243619385730E-04  	-2.376185156875311E-02  	
6.606934480075960E+00 	2.127689455224640E-03  	-8.578995926764640E-04  	9.978570687110879E-01  	-4.057696242319512E-06  	9.720092405373821E-06  	5.327651839077160E-02  	8.357998612401578E-06  	1.799413204540420E+02  	9.978570687110879E-01  	-4.057696242319512E-06  	2.127866585414139E-03  	-8.643988060645472E-04  	8.473085106656530E-06  	1.799419519861010E+02  	9.580084915961761E-06  	5.429136927236670E-02  	9.720092405373821E-06  	5.327651839077160E-02  	8.473085106656530E-06  	1.799419519861010E+02  	1.254842439505080E-04  	-2.487997207027879E-02  	9.998584902367480E-01  	-3.437364766538190E-06  	8.357998612401578E-06  	1.799413204540420E+02  	9.580084915961761E-06  	5.429136927236670E-02  	9.998584902367480E-01  	-3.437364766538190E-06  	1.255243629796270E-04  	-2.488171299464260E-02  	
6.918309709189360E+00 	2.127689455247600E-03  	-8.983311548649362E-04  	9.978570687110879E-01  	-4.248929574595180E-06  	9.720092810734181E-06  	5.578736179671080E-02  	8.357999035139230E-06  	1.799385549743120E+02  	9.978570687110879E-01  	-4.248929574595180E-06  	2.127866585437460E-03  	-9.051366667432319E-04  	8.473085526038600E-06  	1.799392162694930E+02  	9.580085330850318E-06  	5.685004103650499E-02  	9.720092810734181E-06  	5.578736179671080E-02  	8.473085526038600E-06  	1.799392162694930E+02  	1.254842450914769E-04  	-2.605252887160611E-02  	9.998584902367480E-01  	-3.599362777097719E-06  	8.357999035139230E-06  	1.799385549743120E+02  	9.580085330850318E-06  	5.685004103650499E-02  	9.998584902367480E-01  	-3.599362777097719E-06  	1.255243641211200E-04  	-2.605435184317439E-02  	
7.244359600749901E+00 	2.127689455272780E-03  	-9.406681978765848E-04  	9.978570687110880E-01  	-4.449175456151580E-06  	9.720093255202961E-06  	5.841653737696550E-02  	8.357999498661827E-06  	1.799356591618450E+02  	9.978570687110880E-01  	-4.449175456151580E-06  	2.127866585463020E-03  	-9.477944436481717E-04  	8.473085985881860E-06  	1.799363516228320E+02  	9.580085785766560E-06  	5.952929904265240E-02  	9.720093255202961E-06  	5.841653737696550E-02  	8.473085985881860E-06  	1.799363516228320E+02  	1.254842463425240E-04  	-2.728034654909501E-02  	9.998584902367480E-01  	-3.768995518680759E-06  	8.357999498661827E-06  	1.799356591618450E+02  	9.580085785766560E-06  	5.952929904265240E-02  	9.998584902367480E-01  	-3.768995518680759E-06  	1.255243653727420E-04  	-2.728225543462840E-02  	
7.585775750291841E+00 	2.127689455300390E-03  	-9.850005242562116E-04  	9.978570687110879E-01  	-4.658858635349309E-06  	9.720093742553249E-06  	6.116962192105452E-02  	8.358000006904208E-06  	1.799326268742930E+02  	9.978570687110879E-01  	-4.658858635349309E-06  	2.127866585491050E-03  	-9.924626196437510E-04  	8.473086490089940E-06  	1.799333519698740E+02  	9.580086284572270E-06  	6.233482630928250E-02  	9.720093742553249E-06  	6.116962192105452E-02  	8.473086490089940E-06  	1.799333519698740E+02  	1.254842477142700E-04  	-2.856602946413721E-02  	9.998584902367471E-01  	-3.946622805075018E-06  	8.358000006904208E-06  	1.799326268742930E+02  	9.580086284572270E-06  	6.233482630928250E-02  	9.998584902367471E-01  	-3.946622805075018E-06  	1.255243667451180E-04  	-2.856802831263060E-02  	
7.943282347242810E+00 	2.127689455330660E-03  	-1.031422168812210E-03  	9.978570687110879E-01  	-4.878423878322300E-06  	9.720094276922200E-06  	6.405245503944598E-02  	8.358000564180881E-06  	1.799294516798361E+02  	9.978570687110879E-01  	-4.878423878322300E-06  	2.127866585521781E-03  	-1.039235941920410E-03  	8.473087042943079E-06  	1.799302109480180E+02  	9.580086831501821E-06  	6.527257368194071E-02  	9.720094276922200E-06  	6.405245503944598E-02  	8.473087042943079E-06  	1.799302109480180E+02  	1.254842492183600E-04  	-2.991230471738230E-02  	9.998584902367471E-01  	-4.132621407569539E-06  	8.358000564180881E-06  	1.799294516798361E+02  	9.580086831501821E-06  	6.527257368194071E-02  	9.998584902367471E-01  	-4.132621407569539E-06  	1.255243682498990E-04  	-2.991439776865279E-02  	
8.317637711026711E+00 	2.127689455363850E-03  	-1.080031598076990E-03  	9.978570687110879E-01  	-5.108336912386402E-06  	9.720094862846070E-06  	6.707115154917970E-02  	8.358001175222538E-06  	1.799261268435390E+02  	9.978570687110879E-01  	-5.108336912386402E-06  	2.127866585555480E-03  	-1.088213622966170E-03  	8.473087649134449E-06  	1.799269218948131E+02  	9.580087431198120E-06  	6.834877245475460E-02  	9.720094862846070E-06  	6.707115154917970E-02  	8.473087649134449E-06  	1.799269218948131E+02  	1.254842508675610E-04  	-3.132202793318399E-02  	9.998584902367470E-01  	-4.327385854137180E-06  	8.358001175222538E-06  	1.799261268435390E+02  	9.580087431198120E-06  	6.834877245475460E-02  	9.998584902367470E-01  	-4.327385854137180E-06  	1.255243698998580E-04  	-3.132421962686450E-02  	
8.709635899560810E+00 	2.127689455400250E-03  	-1.130931919167740E-03  	9.978570687110880E-01  	-5.349085413909382E-06  	9.720095505298770E-06  	7.023211444309500E-02  	8.358001845216358E-06  	1.799226453130680E+02  	9.978570687110880E-01  	-5.349085413909382E-06  	2.127866585592430E-03  	-1.139499551009580E-03  	8.473088313810007E-06  	1.799234778338230E+02  	9.580088088751991E-06  	7.156994758666001E-02  	9.720095505298770E-06  	7.023211444309500E-02  	8.473088313810007E-06  	1.799234778338230E+02  	1.254842526758740E-04  	-3.279818931664909E-02  	9.998584902367460E-01  	-4.531329266281240E-06  	8.358001845216358E-06  	1.799226453130680E+02  	9.580088088751991E-06  	7.156994758666001E-02  	9.998584902367460E-01  	-4.531329266281240E-06  	1.255243717090030E-04  	-3.280048430160452E-02  	
9.120108393559100E+00 	2.127689455440150E-03  	-1.184231098490420E-03  	9.978570687110880E-01  	-5.601180042737889E-06  	9.720096209734100E-06  	7.354204847015290E-02  	8.358002579849908E-06  	1.799189997037340E+02  	9.978570687110880E-01  	-5.601180042737889E-06  	2.127866585632950E-03  	-1.193202510380650E-03  	8.473089042612219E-06  	1.799198714598310E+02  	9.580088809745411E-06  	7.494293154035492E-02  	9.720096209734100E-06  	7.354204847015290E-02  	8.473089042612219E-06  	1.799198714598310E+02  	1.254842546586500E-04  	-3.434391999613210E-02  	9.998584902367460E-01  	-4.744884235321600E-06  	8.358002579849908E-06  	1.799189997037340E+02  	9.580088809745411E-06  	7.494293154035492E-02  	9.998584902367460E-01  	-4.744884235321600E-06  	1.255243736926900E-04  	-3.434632314032040E-02  	
9.549925860214360E+00 	2.127689455483910E-03  	-1.240042190751010E-03  	9.978570687110880E-01  	-5.865155525375368E-06  	9.720096982132020E-06  	7.700797435563320E-02  	8.358003385359498E-06  	1.799151822828270E+02  	9.978570687110880E-01  	-5.865155525375368E-06  	2.127866585677370E-03  	-1.249436412256960E-03  	8.473089841727880E-06  	1.799160951233490E+02  	9.580089600298933E-06  	7.847487877330848E-02  	9.720096982132020E-06  	7.700797435563320E-02  	8.473089841727880E-06  	1.799160951233490E+02  	1.254842568327210E-04  	-3.596249866462828E-02  	9.998584902367450E-01  	-4.968503739978930E-06  	8.358003385359498E-06  	1.799151822828270E+02  	9.580089600298933E-06  	7.847487877330848E-02  	9.998584902367450E-01  	-4.968503739978930E-06  	1.255243758677600E-04  	-3.596501506542590E-02  	
1.000000000000000E+01 	2.127689455531889E-03  	-1.298483578759720E-03  	9.978570687110879E-01  	-6.141571789208589E-06  	9.720097829049427E-06  	8.063724369134052E-02  	8.358004268583110E-06  	1.799111849532240E+02  	9.978570687110879E-01  	-6.141571789208589E-06  	2.127866585726080E-03  	-1.308320536284590E-03  	8.473090717940680E-06  	1.799121408143940E+02  	9.580090467123542E-06  	8.217328091153250E-02  	9.720097829049427E-06  	8.063724369134052E-02  	8.473090717940680E-06  	1.799121408143940E+02  	1.254842592165420E-04  	-3.765735853414899E-02  	9.998584902367441E-01  	-5.202662107203219E-06  	8.358004268583110E-06  	1.799111849532240E+02  	9.580090467123542E-06  	8.217328091153250E-02  	9.998584902367441E-01  	-5.202662107203219E-06  	1.255243782526760E-04  	-3.765999352916260E-02  	
1.047128548050900E+01 	2.127689455584490E-03  	-1.359679224536820E-03  	9.978570687110879E-01  	-6.431015150188681E-06  	9.720098757675818E-06  	8.443755452737289E-02  	8.358005237018440E-06  	1.799069992362060E+02  	9.978570687110879E-01  	-6.431015150188681E-06  	2.127866585779490E-03  	-1.369979783586230E-03  	8.473091678688817E-06  	1.799080001454970E+02  	9.580091417577738E-06  	8.604598263826810E-02  	9.720098757675818E-06  	8.443755452737289E-02  	8.473091678688817E-06  	1.799080001454970E+02  	1.254842618303500E-04  	-3.943209461782660E-02  	9.998584902367440E-01  	-5.447856018284850E-06  	8.358005237018440E-06  	1.799069992362060E+02  	9.580091417577738E-06  	8.604598263826810E-02  	9.998584902367440E-01  	-5.447856018284850E-06  	1.255243808676850E-04  	-3.943485379621460E-02  	
1.096478196143190E+01 	2.127689455642170E-03  	-1.423758932252670E-03  	9.978570687110880E-01  	-6.734099556485761E-06  	9.720099775894310E-06  	8.841696769848610E-02  	8.358006298886539E-06  	1.799026162534880E+02  	9.978570687110880E-01  	-6.734099556485761E-06  	2.127866585838050E-03  	-1.434544941693250E-03  	8.473092732128069E-06  	1.799036643339160E+02  	9.580092459729930E-06  	9.010119833124849E-02  	9.720099775894310E-06  	8.841696769848610E-02  	8.473092732128069E-06  	1.799036643339160E+02  	1.254842646963330E-04  	-4.129047135519210E-02  	9.998584902367429E-01  	-5.704605562382213E-06  	8.358006298886539E-06  	1.799026162534880E+02  	9.580092459729930E-06  	9.010119833124849E-02  	9.998584902367429E-01  	-5.704605562382213E-06  	1.255243837349860E-04  	-4.129336056951959E-02  	
1.148153621496880E+01 	2.127689455705420E-03  	-1.490858623559870E-03  	9.978570687110880E-01  	-7.051467890755141E-06  	9.720100892348560E-06  	9.258392391964060E-02  	8.358007463201600E-06  	1.798980267083790E+02  	9.978570687110880E-01  	-7.051467890755141E-06  	2.127866585902270E-03  	-1.502152961963540E-03  	8.473093887201101E-06  	1.798991241830140E+02  	9.580093602426960E-06  	9.434752948378210E-02  	9.720100892348560E-06  	9.258392391964060E-02  	8.473093887201101E-06  	1.798991241830140E+02  	1.254842678388210E-04  	-4.323643059679461E-02  	9.998584902367420E-01  	-5.973455339700390E-06  	8.358007463201600E-06  	1.798980267083790E+02  	9.580093602426960E-06  	9.434752948378210E-02  	9.998584902367420E-01  	-5.973455339700390E-06  	1.255243868789180E-04  	-4.323945597544711E-02  	
1.202264434617410E+01 	2.127689455774770E-03  	-1.561120625901300E-03  	9.978570687110879E-01  	-7.383793333777800E-06  	9.720102116516150E-06  	9.694726168695209E-02  	8.358008739847483E-06  	1.798932208660760E+02  	9.978570687110879E-01  	-7.383793333777800E-06  	2.127866585972671E-03  	-1.572947250073860E-03  	8.473095153713300E-06  	1.798943700627490E+02  	9.580094855369178E-06  	9.879398294656390E-02  	9.720102116516150E-06  	9.694726168695209E-02  	8.473095153713300E-06  	1.798943700627490E+02  	1.254842712844900E-04  	-4.527409996509720E-02  	9.998584902367410E-01  	-6.254975616661511E-06  	8.358008739847483E-06  	1.798932208660760E+02  	9.580094855369178E-06  	9.879398294656390E-02  	9.998584902367410E-01  	-6.254975616661511E-06  	1.255243903261710E-04  	-4.527726792527931E-02  	
